action_type,combined_shot_type,minutes_remaining,period,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range
Jump Shot,Jump Shot,6,4,52,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,6,4,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Dunk Shot,Dunk,4,4,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Reverse Layup Shot,Layup,2,4,55,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,2,4,23,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Layup Shot,Layup,1,4,54,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,8,1,7,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,5,1,34,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,11,2,47,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Reverse Layup Shot,Layup,11,2,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,10,2,26,21,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,2,48,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,7,2,45,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,2,57,22,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Turnaround Jump Shot,Jump Shot,4,2,11,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,1,2,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Running Jump Shot,Jump Shot,0,2,0,37,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Turnaround Jump Shot,Jump Shot,11,3,42,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,11,3,10,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,7,3,49,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Layup Shot,Layup,6,3,43,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Slam Dunk Shot,Dunk,1,3,52,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,3,19,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Driving Finger Roll Shot,Layup,6,4,32,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,5,4,48,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,4,4,41,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,2,4,13,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,4,35,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,7,1,57,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,7,1,35,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,1,37,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Slam Dunk Shot,Dunk,3,1,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,2,1,21,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,11,2,48,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Turnaround Jump Shot,Jump Shot,9,2,18,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,2,48,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,8,2,9,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,2,4,24,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Turnaround Jump Shot,Jump Shot,6,2,59,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,1,2,53,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,0,2,30,28,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,0,2,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,3,59,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,10,4,32,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,8,1,49,23,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,1,33,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Running Jump Shot,Jump Shot,2,1,19,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,0,1,35,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,9,2,54,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,5,2,41,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Reverse Layup Shot,Layup,5,2,5,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Layup Shot,Layup,3,2,51,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,2,28,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,1,2,17,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,2,0,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,10,3,8,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,9,3,6,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,7,3,51,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,6,3,24,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,5,3,45,23,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Layup Shot,Layup,3,3,0,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Reverse Dunk Shot,Dunk,2,3,4,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,3,32,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,11,4,34,14,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,11,4,2,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,4,55,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,6,4,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Fadeaway Jump Shot,Jump Shot,5,4,20,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,1,4,54,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,11,1,25,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Dunk Shot,Dunk,11,1,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,10,1,46,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,10,1,15,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,1,0,22,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Layup Shot,Layup,6,1,51,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,6,1,39,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Slam Dunk Shot,Dunk,4,1,49,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Reverse Layup Shot,Layup,3,1,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Reverse Layup Shot,Layup,0,1,56,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,1,1,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,2,4,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,4,2,40,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Turnaround Jump Shot,Jump Shot,3,2,32,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Layup Shot,Layup,9,3,26,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,3,59,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Layup Shot,Layup,7,3,28,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,3,23,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Driving Layup Shot,Layup,6,3,49,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,5,3,11,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,3,13,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,4,49,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Layup Shot,Layup,10,4,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Layup Shot,Layup,5,4,56,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,11,1,30,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Fadeaway Jump Shot,Jump Shot,10,1,34,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,8,1,45,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,1,50,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Layup Shot,Layup,6,1,9,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,3,1,19,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,1,8,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,7,2,10,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,6,2,40,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,6,2,0,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,5,2,31,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,4,2,55,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,2,2,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,2,2,2,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,2,32,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,2,42,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,2,7,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,11,3,35,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Fadeaway Jump Shot,Jump Shot,7,3,25,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,6,3,24,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,5,3,59,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Running Jump Shot,Jump Shot,4,3,57,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,3,3,21,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,3,2,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,2,3,36,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Layup Shot,Layup,10,1,37,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,1,21,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Dunk Shot,Dunk,3,1,55,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,6,2,31,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Layup Shot,Layup,4,2,8,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Reverse Layup Shot,Layup,2,2,4,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Running Layup Shot,Layup,1,2,0,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Running Finger Roll Shot,Layup,0,2,24,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Turnaround Jump Shot,Jump Shot,7,3,17,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Driving Dunk Shot,Dunk,6,3,47,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Layup Shot,Layup,4,3,22,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,11,4,38,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,1,4,57,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Reverse Layup Shot,Layup,5,1,9,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,1,39,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,2,2,34,28,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Turnaround Jump Shot,Jump Shot,11,3,45,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,11,3,12,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,3,14,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,3,42,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.
Layup Shot,Layup,3,3,27,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,10,4,50,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,5,4,5,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,10,1,35,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Layup Shot,Layup,8,1,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,1,35,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,1,29,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Driving Finger Roll Shot,Layup,4,2,44,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,3,24,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,1,4,37,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,9,1,25,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,9,1,11,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,1,15,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Reverse Layup Shot,Layup,10,2,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,2,52,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,11,3,41,21,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Turnaround Jump Shot,Jump Shot,10,3,22,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,6,3,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,5,3,4,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,4,3,11,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Running Layup Shot,Layup,3,3,32,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,3,2,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,1,4,41,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,4,13,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,0,4,40,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,3,2,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,11,3,11,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Fadeaway Jump Shot,Jump Shot,8,4,12,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,6,4,7,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,5,4,41,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Turnaround Jump Shot,Jump Shot,2,4,5,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,1,46,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,1,3,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,1,56,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Layup Shot,Layup,2,1,11,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,1,22,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Layup Shot,Layup,2,2,55,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,2,2,21,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,2,30,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,11,3,8,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,3,3,51,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Layup Shot,Layup,3,3,19,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,2,4,44,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Layup Shot,Layup,1,4,33,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,4,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,34,9,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Layup Shot,Layup,7,1,10,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,6,1,43,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,1,36,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Driving Layup Shot,Layup,10,2,17,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,6,2,4,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Reverse Layup Shot,Layup,4,2,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,2,2,48,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,10,3,53,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Turnaround Jump Shot,Jump Shot,9,3,41,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,4,3,10,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,9,4,20,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,5,4,2,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,4,34,13,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Turnaround Jump Shot,Jump Shot,1,4,50,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,0,4,29,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,1,24,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,2,47,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,4,2,48,9,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,0,2,20,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Bank Shot,Jump Shot,11,3,11,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,8,3,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,5,3,33,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,3,55,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,5,4,59,21,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,5,4,11,22,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Bank Shot,Jump Shot,9,1,57,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,1,52,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Reverse Layup Shot,Layup,6,1,39,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Fadeaway Jump Shot,Jump Shot,5,1,20,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,4,1,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Running Jump Shot,Jump Shot,2,1,30,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Driving Layup Shot,Layup,1,1,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,1,23,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,7,2,6,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Reverse Layup Shot,Layup,4,2,19,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Layup Shot,Layup,8,3,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,5,3,45,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Layup Shot,Layup,2,3,4,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,8,4,3,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,4,38,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,4,30,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Driving Layup Shot,Layup,2,4,40,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,4,55,9,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,10,1,25,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,9,1,28,11,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Layup Shot,Layup,5,1,55,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,5,1,23,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,3,1,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,2,1,37,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,1,0,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Running Jump Shot,Jump Shot,0,1,24,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,7,2,2,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,2,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.
Jump Shot,Jump Shot,4,2,14,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,10,3,19,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,8,3,45,22,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.
Jump Shot,Jump Shot,7,3,24,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,4,13,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,4,34,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,6,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
